Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Distance,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Distance (km),Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Hilton Garden Inn - Parking Garage,275 Baker St,Located on 9th level,Atlanta,GA,30313,,404-577-2001,E,,Public,24 hours daily; see valet for access,,,,,,2,,,Non-Networked,,GPS,33.76202,-84.3962,2020-11-09,49168,0.96716,2020-11-09 16:53:32 UTC,P,,,2012-08-14,,,,,J1772,US,1.55649,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
ELEC,Aloft Atlanta Downtown Hotel - Tesla Destination,300 Spring St NW,,Atlanta,GA,30308,,678-515-0300  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.762526,-84.389615,2020-11-03,113983,0.96956,2020-11-18 00:06:10 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,1.56036,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
ELEC,GA. AQUARIUM BELUGA WHALE,225 Baker St NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.763473,-84.395283,2021-02-18,172219,1.05149,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,1.69221,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA. AQUARIUM SEA LION,225 Baker St NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.763493,-84.395365,2021-02-18,78219,1.05383,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,1.69597,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA. AQUARIUM PENGUIN,225 Baker St NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.763497,-84.395414,2021-02-18,172220,1.0547,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,1.69738,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA. AQUARIUM MANTA RAY,225 Baker St NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.763485,-84.395518,2021-02-18,172218,1.05519,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,1.69816,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA. AQUARIUM WHALE SHARK,225 Baker Street NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.763976,-84.395483,2021-02-18,172217,1.0878,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,1.75064,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,WOCC COCA-COLA UNIT #1,126 Ivan Allen Jr Blvd,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.764345,-84.393964,2021-02-18,161784,1.098,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,1.76706,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Georgia Power Employee Garage - Tesla Destination,30 Ivan Allen Jr Blvd NW,,Atlanta,GA,30308,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.764331,-84.388251,2020-11-03,168791,1.10383,2020-11-18 00:06:10 UTC,P,,,2020-11-03,,,,,TESLA,US,1.77644,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Southern Company HQ 2,30 Ivan Allen Junior Blvd NE,,Atlanta,GA,30308,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,33.764791,-84.387518,2021-02-18,99683,1.14281,2021-02-18 01:07:33 UTC,,,,,,,,,CHADEMO J1772COMBO,US,1.83917,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Springhill Suites Atlanta Downtown - Tesla Destination,239 Ivan Allen Jr Blvd NW,,Atlanta,GA,30313,,678-539-2900  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.764998,-84.394956,2020-11-03,122427,1.15113,2020-11-18 00:06:10 UTC,P,,,2019-03-01,,,,,TESLA,US,1.85256,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Georgia Power Main Office - Tesla Destination,241 Ralph McGill Blvd,,Atlanta,GA,30308,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,10,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.763442,-84.381067,2020-11-03,168793,1.18943,2020-11-18 00:06:10 UTC,P,,,2020-11-03,,,,,TESLA,US,1.9142,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,GEORGIA POWER GPC CORP HQ2 L2,241 Ralph McGill Blvd NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.763981,-84.380076,2021-02-18,78489,1.25068,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.01277,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GEORGIA POWER GPC CORP HQ1 L2,241 Ralph McGill Blvd NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.763953,-84.38002,2021-02-18,172223,1.25074,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.01287,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,ARKOFSALVATION EV STATION 01,344 Pavillion St SE,,Atlanta,GA,30315,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.735702,-84.376095,2021-02-18,105534,1.25328,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.01696,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,METRO DC GPC CORP DC,241 Ralph McGill Blvd,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.76396,-84.379645,2021-02-18,69609,1.26269,2021-02-18 00:21:44 UTC,,,,,,,,,CHADEMO J1772COMBO,US,2.0321,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,MCGILL PARK 123 MCGILL PARK,101 McGill Park Ave NE,,Atlanta,GA,30312,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.762771,-84.376919,2021-02-18,161698,1.29069,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.07716,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,ENTRA WEST END STATION1 LEVEL1,451 Lee st sw,,Atlanta,GA,30310,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.742912,-84.415191,2021-02-18,156139,1.41813,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.28226,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Southface,241 Pine St NE,Located on the right side of the complex at the end of the driveway.,Atlanta,GA,30308,,,E,,Private,Member and staff use only,,,,,,1,,,Non-Networked,,200-8,33.767508,-84.38028,2019-11-08,51522,1.45778,2020-10-23 20:37:40 UTC,P,,,2013-04-01,,,,,J1772,US,2.34607,,,,Privé,,private,,,PARKING_LOT,,,,,,,,,,,,,,,,
ELEC,NORTHYARDS EV2,385 Northyards Blvd NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.768612,-84.399712,2021-02-18,180664,1.46144,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.35196,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NORTHYARDS EV1,385 Northyards Blvd NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.768628,-84.399754,2021-02-18,163637,1.46327,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.3549,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,EDGE OTB STATION 02,679 Edgewood Ave SE,,Atlanta,GA,30307,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.754281,-84.36487,2021-02-18,147306,1.58337,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.54819,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,EDGE OTB STATION 01,679 Edgewood Ave NE,,Atlanta,GA,30307,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.754219,-84.364843,2021-02-18,147307,1.58381,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.5489,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Coca-Cola,1 Coca Cola Plaza,,Atlanta,GA,30313,,,E,,Private,Employee use only,,,,,,,1,,Non-Networked,,GPS,33.77113434449849,-84.39728780000002,2020-11-09,76678,1.59198,2020-11-09 16:53:32 UTC,P,,,2016-03-01,,,,,CHADEMO,US,2.56204,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
ELEC,GEORGIA POWER KROG ST DC,99 Krog St NE,,Atlanta,GA,30307,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.756777,-84.363981,2021-02-18,153118,1.68289,2021-02-18 00:21:44 UTC,,,,,,,,,CHADEMO J1772COMBO,US,2.70835,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Modera Reynoldstown Retail,780 Memorial Drive SE,,Atlanta,GA,30316,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,6,,,SemaCharge Network,https://semaconnect.com/,GPS,33.7470238,-84.361927,2021-02-18,165822,1.70599,2021-02-18 00:13:37 UTC,,,,,,,,,J1772,US,2.74552,,,,Public,,public,,,,,,,,,,$1.00-$6.00/Hr Variable Parking Fee,,,,,,,,,
ELEC,GEORGIA POWER KROG ST L2,752 Dixie Ave NE,,Atlanta,GA,30307,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.757022,-84.363379,2021-02-18,161692,1.72121,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.77002,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,BEACON STATION 1,1035 Grant St SE,,Atlanta,GA,30315,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.72602,-84.377529,2021-02-18,173389,1.74868,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.81423,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,BEACON STATION 2,1035 Grant St SE,,Atlanta,GA,30315,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.726018,-84.377472,2021-02-18,100465,1.75031,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.81685,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OLD FOURTH WARD DUAL PORT,608 Ralph McGill Blvd NE,,Atlanta,GA,30312,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.764464,-84.367162,2021-02-18,117634,1.77957,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.86394,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OLD FOURTH WARD SINGLE PORT,608 Ralph McGill Blvd NE,,Atlanta,GA,30312,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.764451,-84.367074,2021-02-18,173767,1.78301,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.86948,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA TECH E81 #1,81 4th St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775203,-84.38941,2021-02-18,179915,1.84111,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.96298,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA TECH E81 #2,81 4th St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775217,-84.389428,2021-02-18,161791,1.842,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.96441,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA TECH W02 #2,353 Ferst Dr NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.774416,-84.400414,2021-02-18,161747,1.85527,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,2.98577,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,TRACE TRACE 3 PG LVL2,782 Peachtree St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775451,-84.387328,2021-02-18,82586,1.86976,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.00909,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,PORTMAN CODA CODA TECH NGW 3,771 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775618,-84.388415,2021-02-18,173987,1.87421,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.01625,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,PORTMAN CODA CODA TECH GW1,771 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775655,-84.388375,2021-02-18,122180,1.87697,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.02069,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,PORTMAN CODA CODA TECH NGW 2,771 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775687,-84.38837,2021-02-18,173988,1.87919,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.02426,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,754 MIDTOWN GW,759 West Peachtree St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775604,-84.386929,2021-02-18,75456,1.88329,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.03086,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,MARIPOSA MARIPOSA EV1,100 Montag Cir,,Atlanta,GA,30307,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.760294,-84.361704,2021-02-18,100293,1.89692,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.0528,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GEORGIA POWER GLENWOOD L2,800 Glenwood Ave SE,,Atlanta,GA,30316,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.741872,-84.3595,2021-02-18,172747,1.89911,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.05632,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GEORGIA POWER GLENWOOD DC,800 Glenwood Ave SE,,Atlanta,GA,30316,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.74186,-84.3595,2021-02-18,80931,1.89931,2021-02-18 00:21:44 UTC,,,,,,,,,CHADEMO J1772COMBO,US,3.05664,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,754 MIDTOWN 2,759 West Peachtree St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775737,-84.386907,2021-02-18,171977,1.89255,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.04576,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,715 715 STATION 1,715 peachtree street,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775982,-84.387613,2021-02-18,171854,1.90406,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.06429,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,715 715 STATION 2,715 peachtree street,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775993,-84.387614,2021-02-18,82628,1.90481,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.06549,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,TRACE TRACE 1 LVL 4,782 Peachtree Street NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.775941,-84.385045,2021-02-18,81381,1.92427,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.09681,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,TRACE TRACE 2 LVL 4,782 Peachtree Street NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.77596,-84.384852,2021-02-18,172746,1.92773,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.10238,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Theory West Mid Town,800 Marietta St NW,,Atlanta,GA,30318,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,33.773866,-84.405983,2021-02-17,143910,1.9339,2021-02-17 22:55:17 UTC,,,,,,,,,J1772,US,3.11231,,,,Privé,,private,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,
ELEC,Anthem on Ashley,720 Ralph McGill Blvd NE,,Atlanta,GA,30312,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,33.76616,-84.36403,2021-02-17,183620,1.99368,2021-02-17 22:55:17 UTC,,,,,,,,,J1772,US,3.20852,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,MIDTOWN MIDTOWN 01,819 Juniper St NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.776966,-84.382427,2021-02-18,85818,2.02714,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.26237,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,MIDTOWN MIDTOWN 02,165 6th St NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.777091,-84.382385,2021-02-18,85819,2.03609,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.27677,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,915 Glenwood station location,915 Glenwood Avenue,"Pricing Plan:

First 2 hours: $5.00/hour
Third hour: $8.00/hour
After 3 hours: $12.00/hour",Atlanta,GA,30316,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,33.739087,-84.3577375,2021-02-18,171371,2.05048,2021-02-18 00:13:37 UTC,,,,,,,,,J1772,US,3.29993,,,,Public,,public,,,,,,,,,,$1.75-$4.00/Hr Variable Parking Fee,,,,,,,,,
ELEC,GA TECH AREA 4 #1,837 State St NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.777458,-84.399305,2021-02-18,179892,2.04258,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.28721,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA TECH AREA 4 #2,837 State St NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.777503,-84.399303,2021-02-18,161745,2.04558,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.29204,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GA TECH AREA 4 #3,837 State St NW,,Atlanta,GA,30313,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.777545,-84.399306,2021-02-18,179891,2.04845,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.29666,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,SKYHOUSE SOUTH SKYHOUSE 1,100 6th St NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.777468,-84.383217,2021-02-18,182969,2.04953,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.2984,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,SKYHOUSE SOUTH SKYHOUSE 2,100 6th St NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.777483,-84.383207,2021-02-18,182968,2.05067,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.30023,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,North Highland Steel Apartments,240 North Highland Avenue Northeast,,Atlanta,GA,30307,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,33.7622915,-84.3596662,2021-02-18,148730,2.0631,2021-02-18 00:13:37 UTC,,,,,,,,,J1772,US,3.32024,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV 18,858 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778533,-84.38949,2021-02-18,173454,2.06992,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33121,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV 14,858 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.77853,-84.389331,2021-02-18,173458,2.07024,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33173,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV 15,858 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778538,-84.389464,2021-02-18,173457,2.07035,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33191,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV 19,858 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778542,-84.389477,2021-02-18,103878,2.07058,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33228,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV 20,858 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778552,-84.389264,2021-02-18,173460,2.07199,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33454,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV11,864 Spring St NW,,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778567,-84.389555,2021-02-18,173082,2.07205,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33464,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV 12,858 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.77857,-84.389489,2021-02-18,173459,2.07247,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33532,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV 17,858 Spring St NW,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778573,-84.389292,2021-02-18,173455,2.07334,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33672,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NCR HQ  MIDTOW NCR EV 13,864 Spring St NW,,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778604,-84.389433,2021-02-18,92375,2.07499,2021-02-18 00:21:44 UTC,,,,,,,,,J1772,US,3.33937,,,,Public,,public,,,,,,,,,,,,,,,,,,,
